Description	Resource	Path	Location	Type
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7445	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7447	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7448	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7449	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7450	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7451	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7452	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7453	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7454	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7455	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7456	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7459	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7460	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7461	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7463	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7464	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7465	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7466	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7467	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7468	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7469	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7470	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7473	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7474	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7475	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7477	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7481	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7482	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7483	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7485	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7486	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7487	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7488	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7489	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7490	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7491	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7492	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7493	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7494	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7495	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7498	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7499	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7500	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7502	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7503	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7504	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7505	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7506	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7507	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7508	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7509	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7510	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7513	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7514	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7515	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7517	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7521	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7522	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7523	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7525	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7526	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7527	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7528	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7529	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7530	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7531	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7532	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7533	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7534	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7538	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7539	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7540	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7541	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7544	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7546	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7553	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7554	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7555	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7557	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7558	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7559	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7560	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7561	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7562	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7563	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7564	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7565	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7566	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7570	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7571	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7572	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7573	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7576	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7578	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7585	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7586	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7587	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7589	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7593	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7594	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7595	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7597	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7598	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7599	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7600	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7601	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7602	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7603	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7604	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7605	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7606	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7609	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7610	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7611	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7613	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7614	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7615	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7616	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7617	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7618	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7619	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7620	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7623	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7624	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7625	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7627	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7631	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7632	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7633	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7635	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7636	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7637	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7638	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7639	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7640	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7641	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7642	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7643	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7644	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7645	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7648	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7649	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7650	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7652	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7653	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7654	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7655	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7656	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7657	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7658	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7659	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7660	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7663	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7664	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7665	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7667	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7671	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7672	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7673	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7675	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7676	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7677	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7678	C/C++ Problem
#1455-D (MISRA-C:2004 2.2/R) Source code shall only use /* ... */ style comments	tm4c123gh6pm.h	/GPT_TivaC/Tiva_DIO	line 7679	C/C++ Problem
